host_neighbourhood,host_identity_verified,neighbourhood,city,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
Edenvale,f,Edenvale,Edenvale,95119,Entire rental unit,Entire home/apt,2,1,1,1,17,47,77,351,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Alum Rock,t,Alum Rock,Alum Rock,95133,Private room in home,Private room,2,1,1,1,5,35,65,155,1,5,5,5,5,5,5,5
West Valley,t,San Jose,San Jose,95117,Entire condo,Entire home/apt,3,1,1,1,18,48,78,353,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Palo Alto,f,Palo Alto,Palo Alto,94306,Entire guesthouse,Entire home/apt,1,1,1,1,24,54,84,173,1,5,5,5,5,5,5,5
Willow Glen,t,San Jose,Willow Glen,95125,Entire guest suite,Entire home/apt,2,1,1,1,12,40,70,344,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cory,f,Cory,Cory,95128,Entire home,Entire home/apt,10,1,3,3,27,57,87,361,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Alum Rock,t,Mount Hamilton,Mount Hamilton,95127,Entire rental unit,Entire home/apt,2,1,1,1,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,San Francisco,San Francisco,95032,Entire home,Entire home/apt,10,1,5,5,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
San Jose,t,San Jose,San Jose,95035,Private room in home,Private room,2,1,1,1,18,48,78,352,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Mitty,t,Mitty,Mitty,95129,Shared room in home,Shared room,1,1,1,1,2,32,61,61,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Civic Center,t,Mountain View,Mountain View,94807,Entire rental unit,Entire home/apt,1,1,1,1,0,10,40,315,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Central San Jose,t,Central San Jose,Central San Jose,95192,Entire rental unit,Entire home/apt,10,1,3,3,19,42,71,71,2,5,5,5,5,5,5,5
Edenvale,t,San Jose,San Jose,95123,Private room in home,Private room,2,1,1,1,30,60,89,89,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Palo Alto,New York,94301,Entire rental unit,Entire home/apt,2,1,1,1,0,30,60,335,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Palo Alto,New York,94301,Entire rental unit,Entire home/apt,2,1,1,1,6,6,6,228,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Heritage District,t,Heritage District,Heritage District,94086,Private room in rental unit,Private room,2,1,1,1,30,60,87,87,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95192,Private room in home,Private room,2,1,1,1,0,16,46,136,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95129,Private room in home,Private room,2,1,1,1,28,58,88,177,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95133,Private room in townhouse,Private room,2,1,1,1,0,3,32,122,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95133,Private room in townhouse,Private room,2,1,1,1,30,60,90,180,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95051,Private room in home,Private room,4,1,1,2,0,2,32,121,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Willow Glen,t,San Jose,San Jose,95125,Private room in home,Private room,2,1,2,2,10,31,55,324,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Berryessa,t,San Jose,San Jose,95132,Private room in home,Private room,2,1,1,1,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Willow Glen,t,San Jose,San Jose,95124,Bus,Entire home/apt,2,1,1,1,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95112,Private room in home,Private room,1,1,1,1,8,38,68,158,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Northside,t,San Jose,San Jose,95112,Entire guesthouse,Entire home/apt,4,1,2,2,20,50,78,353,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Centerville,t,Fremont,Fremont,95129,Private room in guest suite,Private room,3,1,2,2,26,56,86,360,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Broadway - Palmhaven,t,San Jose,San Jose,95128,Entire home,Entire home/apt,16,1,4,9,5,5,5,235,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95112,Entire home,Entire home/apt,4,1,2,2,2,28,58,147,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale West,t,Sunnyvale,Sunnyvale,94087,Private room in home,Private room,1,1,1,1,0,2,32,306,1,5,5,5,5,5,5,5
University South,f,University South,University South,94301,Private room in condo,Private room,2,1,1,2,19,19,19,29,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Flickinger North,t,Flickinger North,Flickinger North,95131,Private room in home,Private room,1,1,1,1,27,40,48,48,1,5,5,5,5,5,5,5
Santa Clara,t,Santa Clara,Santa Clara,95051,Private room in home,Private room,2,1,1,1,0,13,43,317,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cory,t,San Jose,San Jose,95112,Entire home,Entire home/apt,10,1,4,4,25,55,85,356,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cory,t,San Jose,San Jose,95112,Entire condo,Entire home/apt,4,1,2,3,27,57,87,361,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
North San Jose,t,San Jose,San Jose,95134,Private room in home,Private room,1,1,1,1,30,60,90,364,1,5,5,5,5,5,5,5
Great Oaks,t,San Jose,San Jose,95111,Entire townhouse,Entire home/apt,5,1,2,3,2,28,41,41,2,5,5,5,5,5,5,5
Flickinger North,t,Flickinger North,Flickinger North,95131,Private room in home,Private room,2,1,1,1,27,57,86,86,1,5,5,5,5,5,5,5
Flickinger North,t,Flickinger North,Flickinger North,95131,Private room in home,Private room,1,1,1,1,19,49,78,78,1,5,5,5,5,5,5,5
Milpitas,t,Milpitas,Milpitas,95035,Camper/RV,Entire home/apt,2,1,1,1,30,60,90,179,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Flickinger North,t,Flickinger North,Flickinger North,95131,Private room in home,Private room,1,1,1,1,28,58,87,87,1,5,5,4,5,5,5,5
South San Jose,t,San Jose,San Jose,95136,Private room in townhouse,Private room,1,1,1,1,23,31,40,308,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Flickinger North,t,Flickinger North,Flickinger North,95131,Private room in home,Private room,1,1,1,1,1,14,43,43,1,5,5,5,5,5,5,5
North Whisman,t,Mountain View,Mountain View,94043,Entire rental unit,Entire home/apt,4,1,2,2,12,39,69,343,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Sunnyvale,t,San Francisco,San Francisco,94043,Entire serviced apartment,Entire home/apt,4,1,2,2,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95133,Private room in townhouse,Private room,2,1,1,1,30,60,90,180,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95133,Private room in townhouse,Private room,2,1,1,1,30,60,90,179,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Central San Jose,t,San Jose,San Jose,95110,Private room in rental unit,Private room,2,1,1,1,29,59,89,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Santa Clara,t,Santa Clara,Santa Clara,95051,Entire home,Entire home/apt,7,1,3,4,20,48,78,353,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Midtown,t,Palo Alto,Palo Alto,94306,Private room in condo,Private room,1,1,1,1,30,60,89,363,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Sunnyvale,New York,94085,Entire rental unit,Entire home/apt,2,1,1,1,0,6,36,311,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Plaza Del Rey,t,Sunnyvale,Sunnyvale,94089,Private room in home,Private room,2,1,1,2,28,58,88,363,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Sunnyvale,New York,94085,Entire rental unit,Entire home/apt,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,San Jose,New York,95125,Entire rental unit,Entire home/apt,4,1,2,2,6,6,6,6,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Atlanta Bird,t,San Jose,San Francisco,95127,Entire home,Entire home/apt,6,1,3,3,14,44,74,349,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
South San Jose,t,South San Jose,South San Jose,95124,Entire condo,Entire home/apt,2,1,1,1,10,40,70,344,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Milpitas,t,Milpitas,Milpitas,95035,Entire rental unit,Entire home/apt,4,1,1,1,30,60,89,89,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
California,t,California,California,95037,Entire townhouse,Entire home/apt,2,1,2,2,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
,t,,,95134,Private room in rental unit,Private room,1,1,1,1,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Mountain View,New York,94043,Entire rental unit,Entire home/apt,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Los Gatos,New York,95008,Entire rental unit,Entire home/apt,2,1,1,1,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Mountain View,New York,94043,Entire rental unit,Entire home/apt,2,1,1,1,20,50,80,355,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Alum Rock,t,Alum Rock,Alum Rock,95133,Private room in home,Private room,2,1,1,1,30,60,90,179,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Alum Rock,t,Alum Rock,Alum Rock,95133,Private room in home,Private room,2,1,1,1,10,10,10,73,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
St. Leo's,f,San Jose,San Jose,95126,Entire home,Entire home/apt,4,1,3,3,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Central San Jose,t,Central San Jose,Central San Jose,95112,Entire rental unit,Entire home/apt,3,1,1,1,6,36,66,66,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
La Colina,t,San Jose,La Colina,95123,Private room in home,Private room,2,1,1,1,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Blossom Valley,t,San Jose,San Jose,95118,Entire home,Entire home/apt,16,1,5,10,24,54,83,83,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Mira Mesa,t,Sunnyvale,Denver,94085,Entire condo,Entire home/apt,2,1,1,1,26,56,86,360,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
North Whisman,t,Mountain View,Mountain View,94041,Entire rental unit,Entire home/apt,2,1,1,1,28,58,88,362,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Mission - Garin,t,San Jose,San Francisco,95128,Entire home,Entire home/apt,8,1,3,3,22,52,82,357,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
North Los Altos,t,Palo Alto,Palo Alto,94022,Entire home,Entire home/apt,6,1,5,5,24,54,84,173,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Lakewood,t,Fremont,Fremont,95121,Entire home,Entire home/apt,12,1,4,6,29,59,88,88,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
West Valley,t,West Valley,West Valley,95128,Entire home,Entire home/apt,4,1,2,2,18,48,78,168,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Pacific Palisades,t,Pacific Palisades,Pacific Palisades,95128,Private room in home,Private room,2,1,1,1,11,41,71,346,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Mountain View,New York,94043,Entire rental unit,Entire home/apt,2,1,1,1,17,47,77,352,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,San Jose,New York,95110,Entire rental unit,Entire home/apt,2,1,1,1,0,0,0,40,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,Mountain View,New York,94040,Entire rental unit,Entire home/apt,2,1,1,1,1,1,1,262,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Cambridge,t,San Jose,New York,95113,Entire rental unit,Entire home/apt,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
West Valley,t,West Valley,West Valley,95117,Entire home,Entire home/apt,4,1,2,2,15,45,75,165,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
West Valley,t,West Valley,West Valley,95128,Entire home,Entire home/apt,4,1,2,2,13,43,73,163,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Bonita - 24th,t,Bonita - 24th,Bonita - 24th,95111,Private room in home,Private room,2,1,1,1,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Bonita - 24th,t,Bonita - 24th,Bonita - 24th,95111,Private room in home,Private room,2,1,1,1,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Bonita - 24th,t,Bonita - 24th,Bonita - 24th,95110,Private room in home,Private room,2,1,1,1,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Maui,t,Monte Sereno,Monte Sereno,95030,Entire villa,Entire home/apt,4,1,2,2,10,25,48,155,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Huffmeister Park,t,Milpitas,San Francisco,95035,Private room in bed and breakfast,Private room,2,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Ponderosa Park,f,Ponderosa Park,Ponderosa Park,95086,Entire condo,Entire home/apt,2,1,2,2,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Ponderosa Park,f,Ponderosa Park,Ponderosa Park,94087,Private room in condo,Private room,1,1,1,1,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Ponderosa Park,f,Ponderosa Park,Ponderosa Park,94086,Private room in condo,Private room,1,1,1,1,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
San Jose,t,San Jose,San Jose,95035,Entire guest suite,Entire home/apt,2,1,1,1,30,60,90,364,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Mira Mesa,t,Denver,Denver,94041,Entire rental unit,Entire home/apt,4,1,2,2,26,56,86,361,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Willow Glen,t,San Jose,Milpitas,95124,Private room in home,Private room,1,1,1,1,28,58,88,362,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Menlo Park,t,Menlo Park,San Francisco,94025,Entire guesthouse,Entire home/apt,4,1,1,2,30,59,89,364,10,4.7,4.78,4.78,4.67,4.8,5,4.3
Menlo Park,t,Redwood City,Redwood City,94025,Entire rental unit,Entire home/apt,2,1,1,1,19,49,79,169,10,4.4,4.3,4.7,5,4.3,5,4.3
Menlo Park,t,Menlo Park,San Francisco,94025,Entire rental unit,Entire home/apt,3,1,1,3,29,59,89,89,33,4.75,4.91,4.69,4.97,4.97,4.97,4.72
East Palo Alto,t,East Palo Alto,East Palo Alto,94301,Entire home,Entire home/apt,6,1,3,3,28,58,88,178,1,5,4,4,5,5,5,5
Menlo Park,f,Menlo Park,Menlo Park,94301,Entire guest suite,Entire home/apt,2,1,1,1,24,54,83,83,20,4.84,4.78,5,5,4.89,4.94,4.53
Cupertino,t,East Palo Alto,Cupertino,94303,Entire guest suite,Entire home/apt,2,1,1,1,11,36,66,341,5,5,5,5,5,4.8,5,5
East Palo Alto,t,Palo Alto,Palo Alto,94303,Entire home,Entire home/apt,2,1,1,1,10,23,33,294,795,4.83,4.91,4.73,4.96,4.93,4.73,4.86
Lexington Hills,t,Los Gatos,Lexington Hills,95033,Entire guesthouse,Entire home/apt,2,1,1,1,6,11,15,15,126,4.93,4.92,4.94,5,5,4.94,4.82
Menlo Park,t,Menlo Park,Menlo Park,94025,Entire guest suite,Entire home/apt,2,1,1,1,10,29,43,133,203,4.86,4.96,4.9,4.94,4.92,4.95,4.78
Cupertino,t,East Palo Alto,Cupertino,94303,Entire home,Entire home/apt,4,1,1,2,5,17,47,315,5,4.8,5,4.8,5,5,4.6,4.8
Menlo Park,t,Palo Alto,Palo Alto,94301,Private room in home,Private room,1,1,2,1,30,60,90,90,8,4.75,4.63,4.5,4.88,5,4.88,4.75
Menlo Park,t,Menlo Park,Foster City,94025,Entire rental unit,Entire home/apt,5,1,2,3,26,56,86,176,44,4.89,4.93,4.98,4.91,4.93,4.95,4.61
Menlo Park,t,Redwood City,Redwood City,94025,Entire rental unit,Entire home/apt,4,1,2,2,0,20,50,140,13,5,4.92,5,4.92,4.77,5,4.69
San Mateo,t,San Mateo,San Mateo,94301,Entire home,Entire home/apt,4,1,1,2,24,37,37,37,3,5,5,5,5,5,5,5
Menlo Park,t,Menlo Park,Menlo Park,94025,Entire guest suite,Entire home/apt,4,1,2,2,0,0,0,0,86,4.95,4.93,4.99,4.98,5,4.98,4.85
Menlo Park,t,Menlo Park,Menlo Park,94301,Entire home,Entire home/apt,6,1,3,3,0,0,0,0,109,4.96,4.98,4.98,4.9,4.95,4.96,4.77
East Palo Alto,f,East Palo Alto,Palo Alto,94301,Entire rental unit,Entire home/apt,2,1,1,1,0,0,0,0,39,4.5,4.84,4.5,4.74,4.89,4.5,4.61
Menlo Park,t,Menlo Park,Menlo Park,94025,Entire guest suite,Entire home/apt,3,1,2,2,0,0,0,0,11,5,5,4.91,5,5,5,4.91
Menlo Park,t,Redwood City,Redwood City,94301,Entire rental unit,Entire home/apt,2,1,1,1,0,1,1,1,7,4.86,5,4.71,4.71,4.86,4.86,4.86
Menlo Park,t,Menlo Park,Menlo Park,94025,Entire guesthouse,Entire home/apt,2,1,1,1,0,0,0,0,123,5,4.97,4.99,4.98,5,4.93,4.92
East Palo Alto,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,1,1,1,1,0,0,0,1,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
East Palo Alto,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,2,1,1,1,0,0,0,0,1,5,5,5,5,5,5,5
East Palo Alto,t,East Palo Alto,Palo Alto,94303,Private room in home,Private room,1,1,1,1,0,0,0,0,9,4.56,4.44,4.44,4.78,4.78,4.33,4.33
East Palo Alto,t,Palo Alto,Palo Alto,94303,Private room in home,Private room,1,1,1,1,0,0,0,0,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
,t,,,94028,Entire cottage,Entire home/apt,3,1,1,1,0,0,0,0,25,4.36,4.36,4.28,4.76,4.76,4.64,4.68
The Willows,t,Menlo Park,Menlo Park,94301,Entire home,Entire home/apt,5,1,3,2,0,0,0,0,1,5,5,5,5,5,5,5
Atherton,t,Atherton,Atherton,94025,Shared room in home,Shared room,1,1,1,2,27,55,85,85,19,5,4.95,4.68,5,5,4.95,5
Mira Mesa,t,Menlo Park,Denver,94025,Entire loft,Entire home/apt,2,1,1,1,0,0,0,0,6,5,4.83,4.83,4.83,5,5,4.83
Santa Cruz County,t,Santa Cruz County,Santa Cruz County,95033,Private room in home,Private room,4,1,2,2,0,0,0,0,1,5,5,5,5,5,5,5
Warm Springs,t,California,California,94539,Private room in home,Private room,1,1,1,1,0,0,0,0,3,3.67,3.67,4,4,3.67,4.33,3.67
Menlo Park,t,San Francisco,San Francisco,94025,Entire home,Entire home/apt,5,1,2,2,18,43,73,348,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
Berkeley,t,Berkeley,Berkeley,94303,Private room in guesthouse,Private room,1,1,1,2,0,0,11,286,1,5,4,3,5,5,5,5
East Palo Alto,f,East Palo Alto,California,94303,Entire home,Entire home/apt,8,1,4,4,8,25,51,127,14,4.93,5,5,5,5,4.43,4.86
Sunnyvale,t,San Francisco,San Francisco,94025,Entire serviced apartment,Entire home/apt,8,1,4,4,30,60,90,365,0,4.723695609,4.793311192,4.725696457,4.867116972,4.832890499,4.813823233,4.681938796
